Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
11/24/2016,85327,Quad,2,87.92,0,45.92,6
10/16/2016,85001,Fun Fly,6,29.7,0.1,19.62,1
11/16/2016,85224,Bellen,2,49.9,0,28.5,4
11/22/2016,85001,Fun Fly,1,4.95,0,2.55,1
10/27/2016,85224,Quad,1,43.96,0,21.46,7
10/7/2016,85001,Quad,6,263.76,0.1,129.24,3
11/14/2016,85327,Yanaki,1,28.75,0,14.9,2
10/5/2016,85224,Fun Fly,2,9.9,0,5.54,7
11/21/2016,85327,Fun Fly,1,4.95,0,2.6,2
11/18/2016,85001,Yanaki,1,28.75,0,16.15,6
11/22/2016,85001,Fun Fly,6,29.7,0.1,18.48,7
11/13/2016,85001,Fun Fly,1,4.95,0,2.39,3
10/31/2016,85001,Fun Fly,1,4.95,0,3.5,3
10/22/2016,85001,Bellen,1,24.95,0,12.7,4
11/23/2016,85224,Fun Fly,1,4.95,0,3.6,5
11/9/2016,85327,Bellen,1,24.95,0,13.72,8
11/20/2016,85327,Fun Fly,2,9.9,0,7.4,7
11/14/2016,85001,Majestic Beaut,1,32.95,0,19.04,1
10/11/2016,85001,Carlota,1,27.95,0,13.4,6
11/23/2016,85327,Carlota,1,27.95,0,11.93,7
10/11/2016,85327,Fun Fly,1,4.95,0,4.02,1
11/24/2016,85224,Yanaki,1,28.75,0,14.99,3
10/16/2016,85224,Bellen,1,24.95,0,14.09,8
10/14/2016,85001,Majestic Beaut,1,32.95,0,19.4,3
10/19/2016,85327,Yanaki,1,28.75,0,14.94,1
11/26/2016,85224,Carlota,1,27.95,0,12.53,4
10/25/2016,85001,Bellen,1,24.95,0,13.12,4
10/23/2016,85327,Fun Fly,4,19.8,0.1,15.64,2
12/16/2016,85327,Majestic Beaut,1,32.95,0,19.24,4
11/27/2016,85327,Quad,2,87.92,0,44.92,7
11/29/2016,85224,Quad,3,131.88,0,65.58,6
12/24/2016,85001,Majestic Beaut,1,32.95,0,19.83,7
11/16/2016,85001,Yanaki,1,28.75,0,14.63,4
11/10/2016,85327,Fun Fly,1,4.95,0,2.46,7
11/2/2016,85327,Bellen,1,24.95,0,13.05,4
10/24/2016,85224,Quad,3,131.88,0,66.39,7
10/22/2016,85001,Fun Fly,1,4.95,0,3.84,7
10/15/2016,85224,Fun Fly,1,4.95,0,2.39,7
12/6/2016,85327,Fun Fly,1,4.95,0,3.13,7
12/20/2016,85327,Fun Fly,1,4.95,0,2.41,7
10/24/2016,85224,Quad,6,263.76,0.1,135.84,4
10/1/2016,85001,Fun Fly,1,4.95,0,3.97,2
12/6/2016,85327,Fun Fly,1,4.95,0,3.11,5
10/28/2016,85001,Fun Fly,1,4.95,0,3.54,1
10/31/2016,85224,Fun Fly,1,4.95,0,3.74,4
11/8/2016,85001,Crested Beaut,1,37.95,0,23.37,7
10/28/2016,85224,Quad,2,87.92,0,44.58,2
10/9/2016,85327,Fun Fly,1,4.95,0,2.69,7
11/19/2016,85224,Yanaki,1,28.75,0,15.79,6
11/8/2016,85001,Fun Fly,1,4.95,0,3.53,7
10/17/2016,85224,Carlota,1,27.95,0,12.81,3
11/15/2016,85001,Fun Fly,2,9.9,0,5.96,3
10/24/2016,85224,Fun Fly,1,4.95,0,2.49,5
10/3/2016,85001,Crested Beaut,2,75.9,0,44.88,4
12/1/2016,85224,Quad,6,263.76,0.1,133.8,1
12/12/2016,85001,Carlota,1,27.95,0,11.97,3
12/10/2016,85327,Fun Fly,2,9.9,0,7.06,4
11/11/2016,85001,Yanaki,1,28.75,0,16.07,6
10/27/2016,85001,Crested Beaut,1,37.95,0,21.71,3
11/9/2016,85001,Bellen,1,24.95,0,13.35,3
10/16/2016,85001,Fun Fly,1,4.95,0,3.42,1
10/8/2016,85224,Majestic Beaut,1,32.95,0,20.51,3
11/18/2016,85327,Majestic Beaut,1,32.95,0,19.99,4
10/6/2016,85224,Fun Fly,6,29.7,0.1,18,6
11/1/2016,85224,Fun Fly,1,4.95,0,3.67,4
12/1/2016,85001,Majestic Beaut,1,32.95,0,20.34,4
10/27/2016,85224,Fun Fly,3,14.85,0,8.4,5
10/1/2016,85001,Yanaki,1,28.75,0,14.84,5
10/24/2016,85001,Fun Fly,1,4.95,0,2.39,6
10/6/2016,85224,Quad,2,87.92,0,42.78,6
12/19/2016,85327,Fun Fly,1,4.95,0,3.22,5
11/3/2016,85327,Quad,1,43.96,0,22.33,3
12/20/2016,85001,Carlota,1,27.95,0,12.2,1
12/20/2016,85327,Majestic Beaut,1,32.95,0,20.61,7
10/2/2016,85224,Carlota,1,27.95,0,12.19,3
10/26/2016,85001,Aspen,6,167.7,0.1,69.18,5
10/9/2016,85327,Fun Fly,1,4.95,0,2.59,5
11/1/2016,85224,Quad,1,43.96,0,21.3,5
10/22/2016,85224,Aspen,1,27.95,0,11.43,7
10/9/2016,85327,Aspen,6,167.7,0.1,72.72,4
11/20/2016,85001,Fun Fly,1,4.95,0,3.17,3
12/24/2016,85001,Aspen,1,27.95,0,12.37,1
10/25/2016,85001,Fun Fly,1,4.95,0,2.42,6
11/5/2016,85001,Fun Fly,6,29.7,0.1,18.9,7
10/17/2016,85327,Fun Fly,1,4.95,0,3.13,4
11/15/2016,85327,Fun Fly,1,4.95,0,3.66,4
10/6/2016,85327,Fun Fly,1,4.95,0,3.47,1
11/17/2016,85001,Aspen,1,27.95,0,12.95,5
11/19/2016,85001,Yanaki,1,28.75,0,16.12,7
11/15/2016,85001,Fun Fly,1,4.95,0,3.07,3
12/2/2016,85001,Quad,1,43.96,0,22.29,1
10/2/2016,85327,Aspen,1,27.95,0,11.82,3
10/9/2016,85327,Fun Fly,1,4.95,0,3.43,3
11/2/2016,85001,Carlota,1,27.95,0,12.71,3
12/11/2016,85327,Bellen,1,24.95,0,13.34,7
10/5/2016,85327,Carlota,6,167.7,0.1,75.42,5
11/17/2016,85224,Aspen,1,27.95,0,12.5,3
11/29/2016,85224,Majestic Beaut,6,197.7,0.1,121.5,4
11/23/2016,85001,Yanaki,1,28.75,0,14.95,5
11/17/2016,85327,Quad,1,43.96,0,21.96,8
10/28/2016,85001,Fun Fly,1,4.95,0,3.9,1
11/26/2016,85224,Fun Fly,1,4.95,0,3.7,6
12/2/2016,85001,Carlota,1,27.95,0,12.51,2
11/17/2016,85327,Fun Fly,1,4.95,0,3.42,7
12/12/2016,85001,Fun Fly,1,4.95,0,2.43,5
10/7/2016,85224,Fun Fly,1,4.95,0,3.91,5
11/17/2016,85327,Majestic Beaut,6,197.7,0.1,122.94,6
12/2/2016,85001,Bellen,1,24.95,0,12.71,2
12/10/2016,85001,Carlota,6,167.7,0.1,72.96,6
11/3/2016,85224,Carlota,1,27.95,0,12.39,6
10/24/2016,85001,Fun Fly,1,4.95,0,2.53,3
10/26/2016,85001,Bellen,1,24.95,0,13.27,3
10/18/2016,85001,Bellen,1,24.95,0,13.84,7
10/16/2016,85224,Fun Fly,1,4.95,0,3.34,6
12/17/2016,85327,Fun Fly,1,4.95,0,3.8,6
10/2/2016,85001,Quad,2,87.92,0,45.26,7
11/28/2016,85001,Fun Fly,1,4.95,0,3.18,3
10/12/2016,85327,Carlota,2,55.9,0,25.44,4
10/7/2016,85327,Bellen,1,24.95,0,14.22,7
10/6/2016,85001,Fun Fly,1,4.95,0,3.45,7
12/1/2016,85224,Fun Fly,3,14.85,0,8.64,7
10/17/2016,85001,Carlota,1,27.95,0,13.21,3
11/5/2016,85001,Aspen,6,167.7,0.1,72.36,3
10/15/2016,85224,Bellen,2,49.9,0,27.98,6
12/10/2016,85001,Quad,6,263.76,0.1,134.4,3
11/15/2016,85001,Bellen,6,149.7,0.1,83.82,4
10/26/2016,85001,Carlota,1,27.95,0,12.86,1
10/9/2016,85224,Quad,1,43.96,0,21.58,1
10/28/2016,85327,Crested Beaut,2,75.9,0,46.7,6
10/11/2016,85001,Bellen,1,24.95,0,13.71,3
12/11/2016,85327,Bellen,1,24.95,0,13.55,3
10/2/2016,85327,Bellen,1,24.95,0,14.07,3
12/9/2016,85327,Fun Fly,1,4.95,0,3.21,5
11/3/2016,85327,Fun Fly,3,14.85,0,11.73,5
12/21/2016,85327,Aspen,1,27.95,0,11.66,1
11/19/2016,85001,Carlota,2,55.9,0,24.42,5
12/7/2016,85327,Majestic Beaut,1,32.95,0,20.24,7
12/14/2016,85001,Majestic Beaut,1,32.95,0,18.87,3
11/21/2016,85224,Yanaki,2,57.5,0,30.48,5
10/20/2016,85001,Carlota,1,27.95,0,13.44,5
11/30/2016,85001,Fun Fly,6,29.7,0.1,22.62,1
11/7/2016,85224,Crested Beaut,1,37.95,0,22.79,7
10/25/2016,85224,Fun Fly,1,4.95,0,2.64,3
10/30/2016,85224,Majestic Beaut,1,32.95,0,18.92,1
12/2/2016,85001,Fun Fly,6,29.7,0.1,22.38,7
12/8/2016,85224,Fun Fly,6,29.7,0.1,23.52,6
12/13/2016,85327,Quad,1,43.96,0,22.66,6
12/22/2016,85327,Quad,1,43.96,0,22.28,4
12/4/2016,85327,Yanaki,1,28.75,0,15.64,3
11/4/2016,85224,Carlota,2,55.9,0,24.2,6
10/15/2016,85001,Quad,1,43.96,0,22.27,1
11/14/2016,85001,Carlota,1,27.95,0,13.42,4
12/19/2016,85224,Fun Fly,1,4.95,0,3.22,7
10/15/2016,85001,Carlota,2,55.9,0,26.02,6
12/9/2016,85327,Fun Fly,1,4.95,0,3.42,7
12/12/2016,85001,Quad,1,43.96,0,21.34,5
11/28/2016,85224,Fun Fly,1,4.95,0,3.09,3
10/6/2016,85001,Bellen,4,99.8,0.1,54.32,7
12/13/2016,85327,Majestic Beaut,1,32.95,0,20.09,7
11/13/2016,85001,Quad,1,43.96,0,21.35,3
10/24/2016,85224,Yanaki,1,28.75,0,15.58,7
11/25/2016,85224,Aspen,6,167.7,0.1,72.54,3
12/9/2016,85327,Fun Fly,3,14.85,0,7.5,4
12/2/2016,85327,Majestic Beaut,3,98.85,0,56.85,7
11/8/2016,85001,Carlota,1,27.95,0,12.16,7
11/11/2016,85001,Fun Fly,2,9.9,0,8.26,4
10/23/2016,85001,Quad,1,43.96,0,22,4
10/22/2016,85001,Bellen,1,24.95,0,13.34,7
12/9/2016,85327,Yanaki,1,28.75,0,15.57,1
11/14/2016,85224,Fun Fly,1,4.95,0,2.52,6
12/10/2016,85001,Fun Fly,1,4.95,0,3.83,6
11/24/2016,85224,Crested Beaut,1,37.95,0,23.22,5
11/8/2016,85001,Crested Beaut,1,37.95,0,22.22,7
10/26/2016,85224,Bellen,1,24.95,0,12.69,7
11/25/2016,85001,Majestic Beaut,1,32.95,0,18.97,7
10/19/2016,85001,Carlota,1,27.95,0,12.2,7
11/3/2016,85001,Yanaki,1,28.75,0,14.99,5
10/18/2016,85224,Quad,1,43.96,0,22.8,4
11/30/2016,85224,Bellen,1,24.95,0,12.7,7
11/24/2016,85001,Fun Fly,6,29.7,0.1,23.76,5
11/22/2016,85001,Yanaki,1,28.75,0,15.09,6
10/7/2016,85001,Fun Fly,1,4.95,0,3.62,7
10/6/2016,85224,Fun Fly,6,29.7,0.1,19.68,7
11/8/2016,85327,Quad,1,43.96,0,22.6,8
12/7/2016,85001,Carlota,1,27.95,0,12.84,7
12/18/2016,85327,Majestic Beaut,1,32.95,0,20.41,5
11/24/2016,85327,Yanaki,1,28.75,0,14.56,7
11/24/2016,85327,Majestic Beaut,1,32.95,0,19.66,3
11/29/2016,85224,Fun Fly,2,9.9,0,8.04,5
11/20/2016,85327,Quad,1,43.96,0,22.6,7
11/5/2016,85001,Fun Fly,1,4.95,0,4.11,4
12/16/2016,85224,Aspen,6,167.7,0.1,75.42,7
11/15/2016,85224,Aspen,1,27.95,0,12.96,7
12/10/2016,85224,Bellen,1,24.95,0,13.48,1
12/3/2016,85001,Quad,1,43.96,0,21.88,5
11/19/2016,85327,Aspen,4,111.8,0.1,51.04,7
10/24/2016,85224,Carlota,1,27.95,0,13.17,1
11/16/2016,85327,Fun Fly,1,4.95,0,3.27,8
11/15/2016,85001,Aspen,1,27.95,0,12.89,4
10/5/2016,85327,Yanaki,1,28.75,0,14.51,3
12/23/2016,85001,Yanaki,1,28.75,0,15.38,4
11/10/2016,85001,Yanaki,1,28.75,0,15.2,7
11/9/2016,85327,Crested Beaut,1,37.95,0,23.02,1
11/9/2016,85001,Fun Fly,1,4.95,0,3.34,8
11/8/2016,85001,Fun Fly,1,4.95,0,3.24,7
10/22/2016,85224,Crested Beaut,1,37.95,0,22.36,7
10/4/2016,85001,Quad,3,131.88,0,65.4,1
12/17/2016,85327,Carlota,1,27.95,0,11.74,3
10/29/2016,85224,Fun Fly,1,4.95,0,2.64,6
10/9/2016,85224,Fun Fly,1,4.95,0,3.77,3
10/31/2016,85001,Quad,1,43.96,0,22.18,2
10/1/2016,85327,Fun Fly,1,4.95,0,3.26,1
11/3/2016,85001,Bellen,1,24.95,0,12.79,7
10/21/2016,85001,Majestic Beaut,2,65.9,0,39.36,4
12/2/2016,85001,Majestic Beaut,1,32.95,0,18.98,1
10/21/2016,85001,Fun Fly,1,4.95,0,2.71,4
11/6/2016,85001,Bellen,1,24.95,0,12.92,8
11/24/2016,85001,Carlota,1,27.95,0,11.74,7
11/10/2016,85224,Fun Fly,1,4.95,0,3.54,5
12/16/2016,85224,Yanaki,1,28.75,0,14.89,2
10/22/2016,85001,Fun Fly,1,4.95,0,2.99,4
11/23/2016,85327,Fun Fly,6,29.7,0.1,17.4,7
12/4/2016,85224,Quad,1,43.96,0,22.23,7
10/4/2016,85327,Crested Beaut,1,37.95,0,21.82,6
10/1/2016,85001,Quad,4,175.84,0.1,86.64,7
11/8/2016,85001,Fun Fly,1,4.95,0,2.96,7
10/8/2016,85224,Bellen,1,24.95,0,13.79,7
10/8/2016,85224,Yanaki,1,28.75,0,14.99,8
11/8/2016,85001,Fun Fly,1,4.95,0,3.87,6
11/9/2016,85001,Carlota,1,27.95,0,13.38,7
10/29/2016,85001,Aspen,1,27.95,0,11.33,2
11/28/2016,85327,Fun Fly,1,4.95,0,3.24,6
11/20/2016,85001,Quad,6,263.76,0.1,128.04,1
12/10/2016,85224,Fun Fly,2,9.9,0,7.56,6
11/16/2016,85327,Bellen,1,24.95,0,14.31,4
10/20/2016,85327,Majestic Beaut,2,65.9,0,40.04,6
12/16/2016,85224,Fun Fly,1,4.95,0,3.35,1
12/20/2016,85001,Bellen,1,24.95,0,13.52,1
10/5/2016,85001,Fun Fly,1,4.95,0,3.83,1
12/10/2016,85224,Fun Fly,1,4.95,0,3.16,5
12/6/2016,85224,Majestic Beaut,1,32.95,0,20.36,2
11/6/2016,85001,Fun Fly,1,4.95,0,3.62,1
11/2/2016,85001,Fun Fly,1,4.95,0,2.8,4
11/13/2016,85001,Crested Beaut,1,37.95,0,22.17,8
11/29/2016,85327,Aspen,1,27.95,0,12.31,5
10/11/2016,85001,Quad,1,43.96,0,22.92,3
11/4/2016,85327,Bellen,1,24.95,0,13.24,8
11/9/2016,85224,Fun Fly,1,4.95,0,2.73,7
11/10/2016,85327,Yanaki,1,28.75,0,15.95,4
12/7/2016,85001,Yanaki,1,28.75,0,16.11,1
10/2/2016,85224,Fun Fly,1,4.95,0,2.76,5
10/10/2016,85001,Majestic Beaut,1,32.95,0,19.15,8
11/10/2016,85224,Fun Fly,6,29.7,0.1,22.32,7
12/15/2016,85001,Fun Fly,1,4.95,0,3.8,8
11/10/2016,85327,Fun Fly,1,4.95,0,2.78,3
12/11/2016,85224,Aspen,1,27.95,0,12.08,5
11/18/2016,85327,Majestic Beaut,1,32.95,0,19.12,5
11/8/2016,85001,Fun Fly,1,4.95,0,3.76,1
10/24/2016,85224,Majestic Beaut,1,32.95,0,19.12,7
11/29/2016,85327,Aspen,1,27.95,0,11.82,3
10/30/2016,85001,Aspen,1,27.95,0,12.58,5
11/22/2016,85224,Quad,1,43.96,0,23.03,1
10/11/2016,85001,Fun Fly,1,4.95,0,3.45,5
11/25/2016,85001,Carlota,1,27.95,0,13.29,6
12/1/2016,85224,Majestic Beaut,2,65.9,0,40.04,1
11/2/2016,85001,Yanaki,1,28.75,0,14.84,7
12/20/2016,85001,Yanaki,1,28.75,0,15.44,1
10/19/2016,85224,Fun Fly,2,9.9,0,8.34,7
11/17/2016,85224,Quad,1,43.96,0,21.87,7
10/27/2016,85001,Yanaki,2,57.5,0,31.42,3
11/30/2016,85224,Majestic Beaut,1,32.95,0,19.2,6
10/26/2016,85327,Majestic Beaut,1,32.95,0,19.9,7
11/11/2016,85327,Fun Fly,6,29.7,0.1,14.28,3
10/30/2016,85224,Fun Fly,1,4.95,0,3.09,3
11/23/2016,85001,Carlota,1,27.95,0,12.64,7
12/14/2016,85001,Bellen,1,24.95,0,13.19,5
12/4/2016,85001,Quad,1,43.96,0,22.08,7
10/21/2016,85001,Quad,2,87.92,0,44.28,4
10/14/2016,85001,Fun Fly,4,19.8,0.1,13,7
11/7/2016,85001,Crested Beaut,2,75.9,0,43.86,7
10/20/2016,85001,Carlota,1,27.95,0,12.52,1
10/7/2016,85001,Quad,3,131.88,0,66.06,3
12/5/2016,85327,Crested Beaut,1,37.95,0,21.97,3
12/9/2016,85001,Fun Fly,4,19.8,0.1,14.24,6
10/14/2016,85224,Fun Fly,2,9.9,0,7.82,3
10/6/2016,85224,Carlota,1,27.95,0,12.58,3
11/2/2016,85001,Fun Fly,1,4.95,0,3.28,4
10/30/2016,85001,Majestic Beaut,6,197.7,0.1,118.62,4
12/12/2016,85224,Fun Fly,1,4.95,0,2.48,4
10/19/2016,85224,Fun Fly,1,4.95,0,4.12,5
11/20/2016,85001,Bellen,1,24.95,0,13.26,3
10/15/2016,85001,Quad,4,175.84,0.1,87.2,7
11/13/2016,85001,Fun Fly,1,4.95,0,3.36,3
12/12/2016,85224,Yanaki,3,86.25,0,43.65,7
10/17/2016,85001,Fun Fly,2,9.9,0,5.76,5
11/12/2016,85327,Fun Fly,1,4.95,0,3.59,4
10/13/2016,85224,Carlota,1,27.95,0,11.83,3
11/21/2016,85001,Fun Fly,1,4.95,0,3,1
11/14/2016,85327,Quad,1,43.96,0,23.04,3
10/19/2016,85327,Fun Fly,2,9.9,0,6.74,7
11/21/2016,85001,Fun Fly,1,4.95,0,2.58,3
12/24/2016,85327,Bellen,2,49.9,0,28,7
11/30/2016,85001,Fun Fly,2,9.9,0,5.54,1
10/2/2016,85001,Fun Fly,1,4.95,0,2.91,5
10/9/2016,85001,Aspen,1,27.95,0,12.57,4
11/9/2016,85224,Fun Fly,1,4.95,0,2.61,4
12/9/2016,85224,Fun Fly,1,4.95,0,2.42,4
11/26/2016,85001,Bellen,1,24.95,0,14.41,2
10/12/2016,85224,Fun Fly,6,29.7,0.1,22.86,5
11/22/2016,85224,Fun Fly,6,29.7,0.1,22.44,1
11/10/2016,85001,Quad,1,43.96,0,22.65,3
12/23/2016,85001,Yanaki,1,28.75,0,15.65,5
12/19/2016,85327,Carlota,4,111.8,0.1,49.32,1
10/8/2016,85224,Aspen,1,27.95,0,12.81,2
11/6/2016,85224,Carlota,1,27.95,0,12.8,3
12/23/2016,85001,Fun Fly,1,4.95,0,3.52,5
10/20/2016,85327,Yanaki,3,86.25,0,46.05,7
12/14/2016,85327,Majestic Beaut,1,32.95,0,19.96,3
12/4/2016,85327,Fun Fly,2,9.9,0,8.14,5
11/1/2016,85001,Fun Fly,1,4.95,0,3.09,1
12/8/2016,85001,Fun Fly,2,9.9,0,7.62,3
12/12/2016,85327,Fun Fly,1,4.95,0,2.58,7
10/15/2016,85327,Fun Fly,1,4.95,0,3.71,8
11/14/2016,85327,Carlota,1,27.95,0,13.22,7
12/18/2016,85224,Fun Fly,1,4.95,0,3.25,8
10/16/2016,85327,Fun Fly,1,4.95,0,3.07,7
11/19/2016,85224,Fun Fly,1,4.95,0,3.01,6
10/19/2016,85327,Quad,6,263.76,0.1,134.1,4
12/18/2016,85001,Fun Fly,2,9.9,0,6.26,6
10/24/2016,85224,Carlota,1,27.95,0,12.44,7
11/23/2016,85001,Fun Fly,1,4.95,0,3.06,6
12/6/2016,85001,Yanaki,1,28.75,0,14.96,7
12/22/2016,85224,Majestic Beaut,1,32.95,0,19.43,2
12/2/2016,85327,Quad,1,43.96,0,22.79,5
11/22/2016,85224,Carlota,1,27.95,0,13.19,3
12/10/2016,85001,Quad,1,43.96,0,21.32,3
11/2/2016,85224,Fun Fly,1,4.95,0,3.02,1
12/10/2016,85224,Crested Beaut,1,37.95,0,23.4,1
10/3/2016,85001,Yanaki,1,28.75,0,14.74,6
11/19/2016,85224,Yanaki,1,28.75,0,14.36,8
11/13/2016,85327,Fun Fly,1,4.95,0,3.35,1
12/17/2016,85327,Yanaki,1,28.75,0,15.89,3
11/6/2016,85224,Fun Fly,1,4.95,0,2.9,3
12/12/2016,85224,Aspen,1,27.95,0,12.91,7
11/26/2016,85001,Majestic Beaut,4,131.8,0.1,81.44,1
11/11/2016,85224,Fun Fly,1,4.95,0,3.75,3
10/27/2016,85001,Quad,1,43.96,0,22.28,6
11/12/2016,85224,Quad,1,43.96,0,21.62,1
11/24/2016,85001,Quad,6,263.76,0.1,131.22,3
10/2/2016,85001,Yanaki,6,172.5,0.1,87.12,1
11/22/2016,85224,Bellen,6,149.7,0.1,81.12,3
10/8/2016,85327,Fun Fly,6,29.7,0.1,17.28,4
10/18/2016,85224,Majestic Beaut,1,32.95,0,20.34,8
12/9/2016,85001,Majestic Beaut,1,32.95,0,20.07,7
11/8/2016,85327,Fun Fly,4,19.8,0.1,15.64,4
10/14/2016,85001,Bellen,1,24.95,0,13.27,8
11/22/2016,85001,Bellen,1,24.95,0,13.38,4
11/10/2016,85001,Fun Fly,1,4.95,0,3.55,7
11/24/2016,85327,Yanaki,1,28.75,0,15.79,7
10/21/2016,85001,Quad,1,43.96,0,22.77,5
11/16/2016,85224,Fun Fly,1,4.95,0,2.98,7
12/19/2016,85001,Fun Fly,1,4.95,0,3.54,7
10/31/2016,85001,Quad,1,43.96,0,22.03,7
12/5/2016,85224,Fun Fly,1,4.95,0,3.49,3
11/8/2016,85327,Aspen,1,27.95,0,12.1,4
11/30/2016,85327,Quad,1,43.96,0,21.26,6
11/21/2016,85001,Crested Beaut,6,227.7,0.1,138.78,7
12/3/2016,85327,Bellen,1,24.95,0,14.15,5
10/27/2016,85001,Fun Fly,1,4.95,0,2.39,7
12/13/2016,85001,Fun Fly,1,4.95,0,3.64,7
12/16/2016,85001,Majestic Beaut,1,32.95,0,19.08,3
10/14/2016,85001,Majestic Beaut,1,32.95,0,20.24,8
10/24/2016,85001,Fun Fly,1,4.95,0,3.35,4
10/16/2016,85327,Quad,1,43.96,0,21.44,1
12/22/2016,85327,Quad,1,43.96,0,21.6,7
10/17/2016,85224,Yanaki,6,172.5,0.1,93.96,7
11/4/2016,85001,Fun Fly,1,4.95,0,3.24,6
12/10/2016,85001,Fun Fly,1,4.95,0,3.43,1
10/31/2016,85327,Majestic Beaut,1,32.95,0,20,3
12/17/2016,85001,Fun Fly,1,4.95,0,3.85,7
11/24/2016,85224,Fun Fly,1,4.95,0,3.8,4
11/1/2016,85327,Bellen,1,24.95,0,14.44,7
10/1/2016,85001,Crested Beaut,1,37.95,0,22.64,6
11/28/2016,85001,Fun Fly,2,9.9,0,6.54,7
11/1/2016,85001,Bellen,2,49.9,0,28.18,4
11/27/2016,85001,Yanaki,6,172.5,0.1,87.96,7
12/11/2016,85327,Carlota,1,27.95,0,11.91,7
11/25/2016,85001,Fun Fly,1,4.95,0,3.76,6
11/25/2016,85224,Crested Beaut,1,37.95,0,21.77,4
12/1/2016,85001,Bellen,1,24.95,0,12.94,7
11/8/2016,85224,Fun Fly,1,4.95,0,2.76,3
12/3/2016,85001,Quad,1,43.96,0,21.51,7
11/7/2016,85224,Fun Fly,1,4.95,0,4.17,3
11/25/2016,85001,Fun Fly,1,4.95,0,2.54,7
12/14/2016,85224,Fun Fly,6,29.7,0.1,19.56,5
10/11/2016,85001,Fun Fly,1,4.95,0,2.78,5
12/4/2016,85224,Crested Beaut,1,37.95,0,22.44,3
10/3/2016,85001,Aspen,1,27.95,0,12.79,3
10/1/2016,85327,Carlota,3,83.85,0,39.33,5
11/24/2016,85001,Fun Fly,1,4.95,0,3.47,5
10/21/2016,85224,Fun Fly,2,9.9,0,7.82,3
12/18/2016,85001,Fun Fly,1,4.95,0,3.25,5
12/4/2016,85327,Fun Fly,1,4.95,0,4.1,8
12/12/2016,85224,Aspen,1,27.95,0,12.2,3
10/6/2016,85224,Fun Fly,6,29.7,0.1,24.18,3
11/9/2016,85224,Crested Beaut,1,37.95,0,22.02,6
11/5/2016,85001,Fun Fly,1,4.95,0,3.26,3
12/21/2016,85327,Fun Fly,1,4.95,0,3.85,4
11/17/2016,85001,Fun Fly,1,4.95,0,3.04,8
11/11/2016,85001,Bellen,1,24.95,0,14,7
11/9/2016,85001,Quad,1,43.96,0,22.85,2
11/30/2016,85001,Yanaki,1,28.75,0,15.9,7
12/11/2016,85224,Carlota,2,55.9,0,23.8,8
11/22/2016,85001,Carlota,1,27.95,0,13.35,3
10/23/2016,85001,Fun Fly,1,4.95,0,3.32,6
11/11/2016,85001,Carlota,1,27.95,0,11.74,6
10/14/2016,85224,Bellen,1,24.95,0,13.53,5
10/7/2016,85001,Fun Fly,1,4.95,0,3.94,1
11/18/2016,85001,Crested Beaut,6,227.7,0.1,131.88,4
11/23/2016,85224,Carlota,1,27.95,0,13.05,7
12/16/2016,85224,Carlota,1,27.95,0,12.15,6
12/18/2016,85001,Fun Fly,2,9.9,0,7.1,8
12/14/2016,85001,Fun Fly,1,4.95,0,3.94,7
10/25/2016,85327,Fun Fly,1,4.95,0,2.43,3
10/12/2016,85001,Quad,1,43.96,0,21.28,4
11/5/2016,85001,Fun Fly,1,4.95,0,3.7,5
11/15/2016,85001,Bellen,1,24.95,0,13.3,4
10/7/2016,85327,Fun Fly,2,9.9,0,5.32,5
11/7/2016,85001,Aspen,6,167.7,0.1,73.74,1
10/29/2016,85224,Yanaki,3,86.25,0,43.38,7
11/26/2016,85001,Carlota,6,167.7,0.1,74.52,4
12/11/2016,85327,Fun Fly,1,4.95,0,2.87,5
11/14/2016,85224,Yanaki,1,28.75,0,15.14,5
12/5/2016,85001,Majestic Beaut,1,32.95,0,19.36,4
10/6/2016,85224,Quad,1,43.96,0,21.25,7
10/17/2016,85001,Yanaki,4,115,0.1,61.68,1
11/26/2016,85327,Bellen,1,24.95,0,14.03,1
12/11/2016,85327,Yanaki,2,57.5,0,31.14,4
10/10/2016,85224,Yanaki,1,28.75,0,14.45,7
10/27/2016,85001,Carlota,1,27.95,0,12.31,5
10/9/2016,85001,Fun Fly,1,4.95,0,4.07,3
10/6/2016,85001,Quad,1,43.96,0,21.49,5
11/18/2016,85327,Fun Fly,1,4.95,0,2.5,2
11/20/2016,85224,Bellen,1,24.95,0,13.92,5
10/20/2016,85327,Majestic Beaut,3,98.85,0,61.47,6
12/24/2016,85327,Majestic Beaut,1,32.95,0,19.58,4
10/11/2016,85327,Carlota,1,27.95,0,13.38,6
12/1/2016,85224,Fun Fly,1,4.95,0,2.96,7
12/12/2016,85327,Fun Fly,6,29.7,0.1,16.62,5
11/6/2016,85224,Fun Fly,1,4.95,0,2.89,3
10/4/2016,85327,Majestic Beaut,1,32.95,0,19.33,1
10/21/2016,85224,Fun Fly,6,29.7,0.1,21.84,7
11/23/2016,85327,Fun Fly,1,4.95,0,3.58,3
12/10/2016,85001,Crested Beaut,2,75.9,0,45.24,3
11/3/2016,85224,Bellen,1,24.95,0,12.84,4
11/7/2016,85001,Majestic Beaut,1,32.95,0,20.15,5
12/5/2016,85327,Crested Beaut,2,75.9,0,46.96,4
11/30/2016,85001,Fun Fly,1,4.95,0,2.67,7
