Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment ID,,,,,,,,
11/29/2016,97440,Bellen,1,24.95,0,13.11,4,,,,,,,,
11/22/2016,97222,Quad,1,43.96,0,22.94,6,,,,,,,,
12/21/2016,97440,Yanaki,3,86.25,0,42.54,1,,,,,,,,
10/29/2016,97283,Quad,1,43.96,0,22.88,3,,,,,,,,
11/6/2016,97222,Carlota,6,167.7,0.1,78.24,3,,,,,,,,
11/13/2016,97440,Quad,12,527.52,0.1875,287.76,4,,,,,,,,
11/17/2016,97283,Carlota,12,335.4,0.1875,164.64,6,,,,,,,,
12/21/2016,97204,Quad,1,43.96,0,24.05,6,,,,,,,,
11/3/2016,97440,Bellen,1,24.95,0,13.65,4,,,,,,,,
10/27/2016,97222,Carlota,1,27.95,0,12.66,7,,,,,,,,
10/19/2016,97229,Quad,1,43.96,0,22.82,7,,,,,,,,
11/27/2016,97204,Majestic Beaut,12,395.4,0.1875,238.2,7,,,,,,,,
10/18/2016,97229,Bellen,12,299.4,0.1875,165.48,3,,,,,,,,
10/26/2016,97229,Bellen,2,49.9,0,25.48,1,,,,,,,,
12/7/2016,97204,Bellen,1,24.95,0,14.47,7,,,,,,,,
10/31/2016,97401,Quad,12,527.52,0.1875,284.16,3,,,,,,,,
11/2/2016,97440,Majestic Beaut,1,32.95,0,21.36,4,,,,,,,,
10/27/2016,97204,Carlota,1,27.95,0,13.15,3,,,,,,,,
11/22/2016,97204,Bellen,12,299.4,0.1875,152.76,4,,,,,,,,
12/6/2016,97283,Quad,6,263.76,0.1,141.6,1,,,,,,,,
12/9/2016,97283,Yanaki,1,28.75,0,15.99,4,,,,,,,,
11/22/2016,97401,Bellen,1,24.95,0,13.56,1,,,,,,,,
11/27/2016,97204,Quad,1,43.96,0,22.4,6,,,,,,,,
11/19/2016,97401,Bellen,1,24.95,0,13.79,3,,,,,,,,
10/29/2016,97401,Aspen,1,27.95,0,11.31,2,,,,,,,,
10/3/2016,97204,Carlota,6,167.7,0.1,83.58,4,,,,,,,,
12/14/2016,97222,Quad,1,43.96,0,23.99,4,,,,,,,,
10/22/2016,97401,Quad,1,43.96,0,22.32,4,,,,,,,,
11/15/2016,97440,Carlota,1,27.95,0,13.88,6,,,,,,,,
12/17/2016,97440,Yanaki,8,230,0.1,122.4,1,,,,,,,,
11/13/2016,97440,Quad,1,43.96,0,21.39,7,,,,,,,,
12/15/2016,97401,Bellen,1,24.95,0,14.1,3,,,,,,,,
10/29/2016,97222,Bellen,1,24.95,0,15.11,5,,,,,,,,
10/18/2016,97204,Fun Fly,6,29.7,0.1,27,4,,,,,,,,
12/15/2016,97440,Quad,1,43.96,0,21.87,3,,,,,,,,
12/7/2016,97204,Bellen,1,24.95,0,14.95,6,,,,,,,,
12/15/2016,97204,Quad,1,43.96,0,21.77,7,,,,,,,,
11/3/2016,97204,Carlota,4,111.8,0.1,47.56,7,,,,,,,,
11/22/2016,97222,Quad,1,43.96,0,22.89,4,,,,,,,,
11/5/2016,97204,Bellen,1,24.95,0,14.26,4,,,,,,,,
12/24/2016,97283,Carlota,6,167.7,0.1,82.38,8,,,,,,,,
11/10/2016,97440,Yanaki,1,28.75,0,16.13,8,,,,,,,,
11/28/2016,97204,Aspen,1,27.95,0,12.7,4,,,,,,,,
12/13/2016,97401,Carlota,1,27.95,0,12.94,7,,,,,,,,
12/24/2016,97440,Quad,1,43.96,0,23.27,1,,,,,,,,
12/3/2016,97204,Bellen,1,24.95,0,15.15,8,,,,,,,,
11/23/2016,97440,Bellen,1,24.95,0,15.41,5,,,,,,,,
10/11/2016,97229,Yanaki,1,28.75,0,15.27,3,,,,,,,,
10/17/2016,97222,Quad,1,43.96,0,23.45,1,,,,,,,,
10/26/2016,97222,Bellen,6,149.7,0.1,85.2,5,,,,,,,,
10/23/2016,97204,Bellen,6,149.7,0.1,84.72,1,,,,,,,,
10/1/2016,97401,Fun Fly,1,4.95,0,4.11,4,,,,,,,,
10/6/2016,97283,Carlota,1,27.95,0,12.56,6,,,,,,,,
12/12/2016,97204,Yanaki,1,28.75,0,14.21,4,,,,,,,,
12/2/2016,97440,Quad,2,87.92,0,43.6,3,,,,,,,,
11/11/2016,97401,Carlota,1,27.95,0,13.49,6,,,,,,,,
12/23/2016,97440,Fun Fly,1,4.95,0,4.16,7,,,,,,,,
11/7/2016,97229,Fun Fly,6,29.7,0.1,14.82,3,,,,,,,,
10/9/2016,97204,Quad,1,43.96,0,23.25,5,,,,,,,,
11/28/2016,97283,Fun Fly,6,29.7,0.1,25.02,4,,,,,,,,
11/17/2016,97222,Yanaki,1,28.75,0,15.25,4,,,,,,,,
11/5/2016,97283,Carlota,12,335.4,0.1875,150.24,2,,,,,,,,
10/27/2016,97222,Carlota,1,27.95,0,12.55,6,,,,,,,,
10/3/2016,97204,Majestic Beaut,12,395.4,0.1875,240.36,4,,,,,,,,
11/16/2016,97204,Carlota,1,27.95,0,12.79,4,,,,,,,,
10/5/2016,97204,Carlota,2,55.9,0,27,7,,,,,,,,
10/22/2016,97283,Majestic Beaut,1,32.95,0,20,4,,,,,,,,
10/10/2016,97401,Quad,2,87.92,0,46.68,5,,,,,,,,
12/9/2016,97401,Fun Fly,1,4.95,0,4,3,,,,,,,,
11/13/2016,97440,Carlota,12,335.4,0.1875,137.52,4,,,,,,,,
12/8/2016,97440,Quad,1,43.96,0,21.9,7,,,,,,,,
11/24/2016,97229,Bellen,1,24.95,0,15.08,7,,,,,,,,
10/30/2016,97204,Aspen,1,27.95,0,10.94,4,,,,,,,,
10/31/2016,97401,Bellen,1,24.95,0,14.22,4,,,,,,,,
10/25/2016,97204,Bellen,1,24.95,0,15.04,5,,,,,,,,
10/7/2016,97229,Carlota,1,27.95,0,11.53,4,,,,,,,,
11/9/2016,97222,Quad,1,43.96,0,21.42,7,,,,,,,,
10/10/2016,97401,Bellen,1,24.95,0,12.79,2,,,,,,,,
12/4/2016,97204,Aspen,1,27.95,0,13.29,8,,,,,,,,
11/24/2016,97204,Quad,1,43.96,0,23.86,7,,,,,,,,
11/18/2016,97283,Quad,1,43.96,0,23.32,6,,,,,,,,
12/4/2016,97440,Fun Fly,1,4.95,0,3.46,5,,,,,,,,
10/10/2016,97283,Majestic Beaut,2,65.9,0,39.08,8,,,,,,,,
11/29/2016,97401,Carlota,1,27.95,0,13.8,1,,,,,,,,
12/2/2016,97440,Quad,1,43.96,0,22.51,7,,,,,,,,
11/13/2016,97229,Quad,1,43.96,0,22.43,4,,,,,,,,
11/2/2016,97440,Majestic Beaut,2,65.9,0,41.16,4,,,,,,,,
11/20/2016,97440,Quad,1,43.96,0,21.85,8,,,,,,,,
10/22/2016,97229,Bellen,1,24.95,0,12.74,4,,,,,,,,
11/14/2016,97204,Quad,6,263.76,0.1,138.6,4,,,,,,,,
10/10/2016,97229,Bellen,12,299.4,0.1875,165.48,3,,,,,,,,
10/3/2016,97440,Aspen,1,27.95,0,11.32,8,,,,,,,,
11/22/2016,97440,Bellen,8,199.6,0.1,121.68,3,,,,,,,,
10/3/2016,97283,Quad,1,43.96,0,22.69,1,,,,,,,,
11/23/2016,97440,Bellen,8,199.6,0.1,102.4,5,,,,,,,,
11/25/2016,97440,Aspen,2,55.9,0,25.94,8,,,,,,,,
10/29/2016,97204,Bellen,1,24.95,0,13.47,6,,,,,,,,
10/24/2016,97440,Bellen,1,24.95,0,13.34,6,,,,,,,,
10/27/2016,97204,Carlota,2,55.9,0,28.06,3,,,,,,,,
10/9/2016,97204,Quad,1,43.96,0,21.39,3,,,,,,,,
12/1/2016,97229,Bellen,6,149.7,0.1,80.82,6,,,,,,,,
10/4/2016,97401,Yanaki,12,345,0.1875,188.16,6,,,,,,,,
10/3/2016,97204,Carlota,12,335.4,0.1875,137.88,3,,,,,,,,
11/20/2016,97401,Carlota,1,27.95,0,12.35,7,,,,,,,,
10/29/2016,97440,Aspen,2,55.9,0,22.86,4,,,,,,,,
12/4/2016,97229,Bellen,1,24.95,0,12.75,5,,,,,,,,
12/15/2016,97283,Bellen,1,24.95,0,13.02,4,,,,,,,,
10/17/2016,97229,Carlota,6,167.7,0.1,68.58,1,,,,,,,,
10/11/2016,97222,Quad,6,263.76,0.1,135.9,6,,,,,,,,
11/8/2016,97204,Bellen,1,24.95,0,13.06,3,,,,,,,,
10/3/2016,97222,Yanaki,1,28.75,0,16.65,1,,,,,,,,
10/1/2016,97283,Carlota,1,27.95,0,12.3,3,,,,,,,,
12/19/2016,97440,Carlota,1,27.95,0,13.23,3,,,,,,,,
12/24/2016,97222,Fun Fly,1,4.95,0,4.3,7,,,,,,,,
10/1/2016,97222,Bellen,1,24.95,0,14.5,4,,,,,,,,
12/6/2016,97222,Quad,12,527.52,0.1875,259.2,6,,,,,,,,
11/29/2016,97283,Quad,13,571.48,0.1875,285.74,3,,,,,,,,
11/7/2016,97229,Carlota,1,27.95,0,12.69,5,,,,,,,,
10/24/2016,97283,Yanaki,1,28.75,0,15.6,7,,,,,,,,
10/31/2016,97204,Yanaki,1,28.75,0,15.23,1,,,,,,,,
11/14/2016,97401,Yanaki,1,28.75,0,16.2,5,,,,,,,,
11/7/2016,97204,Carlota,1,27.95,0,11.66,7,,,,,,,,
10/14/2016,97222,Carlota,1,27.95,0,12.73,5,,,,,,,,
11/23/2016,97440,Quad,1,43.96,0,21.8,4,,,,,,,,
11/6/2016,97204,Majestic Beaut,1,32.95,0,19.39,1,,,,,,,,
11/1/2016,97229,Quad,6,263.76,0.1,133.62,3,,,,,,,,
12/14/2016,97440,Bellen,12,299.4,0.1875,161.04,3,,,,,,,,
12/18/2016,97440,Quad,1,43.96,0,23.43,6,,,,,,,,
12/20/2016,97440,Carlota,13,363.35,0.1875,170.17,4,,,,,,,,
12/14/2016,97283,Carlota,1,27.95,0,13.05,6,,,,,,,,
10/28/2016,97222,Quad,12,527.52,0.1875,281.28,4,,,,,,,,
11/15/2016,97229,Fun Fly,6,29.7,0.1,26.28,4,,,,,,,,
11/5/2016,97222,Quad,2,87.92,0,44.42,4,,,,,,,,
12/9/2016,97204,Carlota,2,55.9,0,26.78,3,,,,,,,,
10/8/2016,97283,Quad,1,43.96,0,22.87,3,,,,,,,,
10/30/2016,97401,Fun Fly,1,4.95,0,4.37,4,,,,,,,,
12/11/2016,97283,Quad,1,43.96,0,21.97,5,,,,,,,,
11/2/2016,97222,Bellen,1,24.95,0,14.87,1,,,,,,,,
10/13/2016,97204,Carlota,1,27.95,0,11.92,7,,,,,,,,
11/20/2016,97204,Bellen,1,24.95,0,13.68,1,,,,,,,,
12/6/2016,97440,Quad,1,43.96,0,21.57,3,,,,,,,,
10/21/2016,97440,Aspen,1,27.95,0,10.97,1,,,,,,,,
10/16/2016,97440,Carlota,1,27.95,0,13.67,1,,,,,,,,
11/19/2016,97401,Yanaki,12,345,0.1875,188.16,1,,,,,,,,
11/15/2016,97204,Carlota,1,27.95,0,14.13,7,,,,,,,,
10/21/2016,97222,Quad,6,263.76,0.1,144.12,3,,,,,,,,
11/13/2016,97401,Yanaki,2,57.5,0,29.6,6,,,,,,,,
10/14/2016,97222,Quad,1,43.96,0,22.64,1,,,,,,,,
12/16/2016,97204,Fun Fly,1,4.95,0,3.34,3,,,,,,,,
10/3/2016,97204,Quad,1,43.96,0,22.07,4,,,,,,,,
10/3/2016,97440,Quad,14,615.44,0.1875,328.16,5,,,,,,,,
11/13/2016,97283,Fun Fly,1,4.95,0,3.48,3,,,,,,,,
12/9/2016,97440,Carlota,14,391.3,0.1875,197.12,1,,,,,,,,
12/24/2016,97440,Bellen,1,24.95,0,14.12,8,,,,,,,,
10/16/2016,97283,Fun Fly,1,4.95,0,3.28,6,,,,,,,,
12/16/2016,97204,Yanaki,2,57.5,0,30.06,4,,,,,,,,
11/1/2016,97204,Yanaki,1,28.75,0,15.16,3,,,,,,,,
10/26/2016,97440,Bellen,1,24.95,0,14.04,2,,,,,,,,
10/16/2016,97229,Yanaki,12,345,0.1875,190.56,8,,,,,,,,
10/18/2016,97440,Carlota,1,27.95,0,12.68,4,,,,,,,,
12/16/2016,97283,Carlota,12,335.4,0.1875,169.2,4,,,,,,,,
10/18/2016,97229,Majestic Beaut,6,197.7,0.1,122.04,6,,,,,,,,
12/7/2016,97440,Quad,1,43.96,0,23.3,3,,,,,,,,
12/18/2016,97440,Quad,1,43.96,0,23.9,3,,,,,,,,
10/17/2016,97440,Quad,6,263.76,0.1,139.02,6,,,,,,,,
11/17/2016,97204,Majestic Beaut,1,32.95,0,19.95,4,,,,,,,,
10/30/2016,97222,Yanaki,2,57.5,0,28.4,7,,,,,,,,
11/13/2016,97440,Carlota,1,27.95,0,12.46,4,,,,,,,,
11/25/2016,97204,Yanaki,1,28.75,0,14.15,8,,,,,,,,
10/6/2016,97283,Carlota,12,335.4,0.1875,146.16,5,,,,,,,,
11/30/2016,97440,Carlota,1,27.95,0,11.75,4,,,,,,,,
10/29/2016,97222,Carlota,6,167.7,0.1,78,6,,,,,,,,
11/27/2016,97204,Quad,1,43.96,0,22.62,3,,,,,,,,
10/6/2016,97229,Majestic Beaut,1,32.95,0,21.73,3,,,,,,,,
10/11/2016,97204,Bellen,2,49.9,0,30.32,4,,,,,,,,
10/22/2016,97204,Quad,1,43.96,0,21.76,6,,,,,,,,
11/6/2016,97204,Bellen,1,24.95,0,13.49,2,,,,,,,,
10/9/2016,97204,Yanaki,1,28.75,0,16.76,3,,,,,,,,
11/26/2016,97401,Quad,12,527.52,0.1875,257.28,7,,,,,,,,
11/30/2016,97401,Quad,1,43.96,0,22.05,4,,,,,,,,
10/9/2016,97440,Aspen,1,27.95,0,11.41,5,,,,,,,,
11/23/2016,97204,Carlota,1,27.95,0,13.14,3,,,,,,,,
11/23/2016,97401,Aspen,1,27.95,0,13.02,7,,,,,,,,
11/2/2016,97440,Carlota,9,251.55,0.1,120.15,4,,,,,,,,
12/1/2016,97204,Carlota,2,55.9,0,23.76,8,,,,,,,,
11/29/2016,97401,Yanaki,1,28.75,0,16.71,7,,,,,,,,
10/11/2016,97401,Carlota,1,27.95,0,13.18,4,,,,,,,,
12/18/2016,97222,Fun Fly,1,4.95,0,3.76,3,,,,,,,,
12/13/2016,97440,Carlota,1,27.95,0,14.1,4,,,,,,,,
12/9/2016,97222,Yanaki,10,287.5,0.1,149.4,6,,,,,,,,
11/30/2016,97204,Quad,1,43.96,0,23.77,5,,,,,,,,
12/12/2016,97222,Bellen,1,24.95,0,14.77,4,,,,,,,,
10/3/2016,97283,Aspen,1,27.95,0,12.36,6,,,,,,,,
10/27/2016,97440,Fun Fly,1,4.95,0,4.53,8,,,,,,,,
12/11/2016,97204,Fun Fly,1,4.95,0,4.37,7,,,,,,,,
11/16/2016,97229,Quad,12,527.52,0.1875,263.64,6,,,,,,,,
11/6/2016,97440,Bellen,1,24.95,0,13.66,3,,,,,,,,
10/13/2016,97440,Carlota,1,27.95,0,12.18,6,,,,,,,,
10/25/2016,97204,Quad,1,43.96,0,21.78,6,,,,,,,,
11/20/2016,97204,Bellen,12,299.4,0.1875,169.2,7,,,,,,,,
12/2/2016,97440,Quad,1,43.96,0,22.06,5,,,,,,,,
10/30/2016,97222,Quad,1,43.96,0,21.51,7,,,,,,,,
10/21/2016,97229,Yanaki,6,172.5,0.1,93.48,1,,,,,,,,
10/23/2016,97204,Carlota,1,27.95,0,11.71,8,,,,,,,,
10/6/2016,97222,Carlota,1,27.95,0,12.15,3,,,,,,,,
12/23/2016,97204,Aspen,5,139.75,0.1,64.8,6,,,,,,,,
11/19/2016,97204,Bellen,1,24.95,0,15.08,7,,,,,,,,
12/9/2016,97440,Quad,1,43.96,0,22.64,1,,,,,,,,
10/26/2016,97229,Bellen,1,24.95,0,14.94,3,,,,,,,,
12/18/2016,97283,Carlota,1,27.95,0,13.12,4,,,,,,,,
11/3/2016,97222,Bellen,1,24.95,0,14.18,5,,,,,,,,
11/17/2016,97401,Quad,1,43.96,0,22.18,6,,,,,,,,
10/1/2016,97222,Bellen,6,149.7,0.1,90.48,4,,,,,,,,
10/18/2016,97283,Bellen,1,24.95,0,12.72,5,,,,,,,,
12/2/2016,97222,Yanaki,1,28.75,0,14.66,3,,,,,,,,
11/24/2016,97204,Fun Fly,1,4.95,0,3.56,4,,,,,,,,
11/6/2016,97204,Yanaki,1,28.75,0,14.75,7,,,,,,,,
10/21/2016,97229,Carlota,1,27.95,0,13.55,5,,,,,,,,
12/16/2016,97440,Bellen,12,299.4,0.1875,159.6,2,,,,,,,,
11/3/2016,97204,Quad,12,527.52,0.1875,286.08,7,,,,,,,,
11/18/2016,97204,Carlota,1,27.95,0,12.18,6,,,,,,,,
12/3/2016,97283,Fun Fly,1,4.95,0,2.58,1,,,,,,,,
12/8/2016,97440,Yanaki,1,28.75,0,14.49,4,,,,,,,,
10/25/2016,97229,Fun Fly,1,4.95,0,3.43,3,,,,,,,,
10/10/2016,97204,Bellen,1,24.95,0,14.51,7,,,,,,,,
10/27/2016,97204,Bellen,1,24.95,0,13.98,5,,,,,,,,
10/11/2016,97440,Quad,1,43.96,0,23.6,7,,,,,,,,
11/27/2016,97440,Carlota,6,167.7,0.1,78.42,4,,,,,,,,
11/27/2016,97204,Yanaki,1,28.75,0,14.39,6,,,,,,,,
12/15/2016,97440,Majestic Beaut,1,32.95,0,21.36,3,,,,,,,,
10/2/2016,97204,Quad,1,43.96,0,23.41,4,,,,,,,,
11/9/2016,97401,Fun Fly,1,4.95,0,4.55,4,,,,,,,,
11/8/2016,97204,Quad,12,527.52,0.1875,268.8,4,,,,,,,,
10/26/2016,97229,Fun Fly,1,4.95,0,3.88,4,,,,,,,,
12/12/2016,97440,Quad,6,263.76,0.1,132.06,5,,,,,,,,
11/1/2016,97204,Carlota,2,55.9,0,24.8,1,,,,,,,,
11/6/2016,97204,Yanaki,6,172.5,0.1,87.3,4,,,,,,,,
10/23/2016,97204,Quad,1,43.96,0,21.55,8,,,,,,,,
12/7/2016,97222,Quad,1,43.96,0,23.16,5,,,,,,,,
12/15/2016,97401,Fun Fly,12,59.4,0.1875,29.16,1,,,,,,,,
11/16/2016,97222,Quad,10,439.6,0.1,226.8,7,,,,,,,,
10/22/2016,97204,Yanaki,1,28.75,0,15.49,1,,,,,,,,
11/5/2016,97229,Quad,1,43.96,0,22.39,6,,,,,,,,
12/14/2016,97229,Carlota,6,167.7,0.1,72.96,8,,,,,,,,
10/18/2016,97401,Bellen,7,174.65,0.1,102.83,6,,,,,,,,
11/2/2016,97204,Quad,1,43.96,0,22.59,5,,,,,,,,
12/3/2016,97229,Bellen,1,24.95,0,13.55,3,,,,,,,,
12/13/2016,97204,Bellen,1,24.95,0,14,4,,,,,,,,
12/9/2016,97229,Majestic Beaut,12,395.4,0.1875,245.16,7,,,,,,,,
11/19/2016,97283,Majestic Beaut,4,131.8,0.1,83.88,4,,,,,,,,
10/11/2016,97401,Yanaki,6,172.5,0.1,90.36,1,,,,,,,,
12/4/2016,97401,Quad,1,43.96,0,21.4,3,,,,,,,,
10/3/2016,97401,Quad,1,43.96,0,23.86,1,,,,,,,,
12/10/2016,97229,Bellen,1,24.95,0,12.84,4,,,,,,,,
12/23/2016,97222,Quad,2,87.92,0,45.86,5,,,,,,,,
10/3/2016,97204,Bellen,15,374.25,0.1875,195.3,1,,,,,,,,
11/1/2016,97440,Yanaki,6,172.5,0.1,94.32,4,,,,,,,,
11/2/2016,97401,Bellen,6,149.7,0.1,83.28,4,,,,,,,,
10/30/2016,97222,Quad,1,43.96,0,23.13,3,,,,,,,,
10/22/2016,97401,Carlota,10,279.5,0.1,116.5,5,,,,,,,,
11/3/2016,97204,Carlota,12,335.4,0.1875,164.28,1,,,,,,,,
11/23/2016,97204,Carlota,1,27.95,0,11.75,7,,,,,,,,
12/24/2016,97229,Bellen,1,24.95,0,13.42,1,,,,,,,,
10/20/2016,97229,Fun Fly,1,4.95,0,2.82,4,,,,,,,,
11/17/2016,97401,Carlota,1,27.95,0,12.33,7,,,,,,,,
12/3/2016,97440,Quad,1,43.96,0,23.68,4,,,,,,,,
11/26/2016,97401,Quad,6,263.76,0.1,134.1,4,,,,,,,,
10/17/2016,97204,Bellen,6,149.7,0.1,76.44,1,,,,,,,,
12/11/2016,97440,Quad,1,43.96,0,22.65,1,,,,,,,,
10/5/2016,97222,Yanaki,1,28.75,0,14.27,6,,,,,,,,
10/11/2016,97229,Yanaki,1,28.75,0,14.37,4,,,,,,,,
12/4/2016,97283,Carlota,12,335.4,0.1875,155.88,4,,,,,,,,
11/19/2016,97204,Quad,1,43.96,0,21.78,1,,,,,,,,
10/3/2016,97204,Quad,1,43.96,0,21.69,1,,,,,,,,
12/15/2016,97204,Quad,1,43.96,0,23.58,3,,,,,,,,
10/11/2016,97204,Carlota,6,167.7,0.1,76.08,5,,,,,,,,
11/1/2016,97204,Yanaki,12,345,0.1875,200.52,7,,,,,,,,
11/13/2016,97401,Yanaki,1,28.75,0,14.87,5,,,,,,,,
11/8/2016,97440,Bellen,2,49.9,0,27.44,4,,,,,,,,
11/5/2016,97204,Yanaki,6,172.5,0.1,91.38,5,,,,,,,,
10/15/2016,97204,Quad,1,43.96,0,23.72,3,,,,,,,,
12/13/2016,97204,Bellen,6,149.7,0.1,90.84,4,,,,,,,,
10/22/2016,97204,Carlota,1,27.95,0,11.56,5,,,,,,,,
10/16/2016,97204,Carlota,1,27.95,0,12.73,7,,,,,,,,
12/3/2016,97440,Quad,1,43.96,0,21.66,4,,,,,,,,
10/17/2016,97204,Carlota,1,27.95,0,12.52,4,,,,,,,,
10/5/2016,97204,Bellen,1,24.95,0,14.28,7,,,,,,,,
11/15/2016,97222,Carlota,1,27.95,0,11.59,6,,,,,,,,
10/20/2016,97440,Carlota,1,27.95,0,13.53,4,,,,,,,,
10/15/2016,97440,Carlota,12,335.4,0.1875,162.48,4,,,,,,,,
11/10/2016,97204,Carlota,12,335.4,0.1875,158.52,2,,,,,,,,
11/26/2016,97440,Carlota,1,27.95,0,12.45,6,,,,,,,,
12/4/2016,97204,Yanaki,12,345,0.1875,170.4,6,,,,,,,,
10/23/2016,97204,Quad,2,87.92,0,42.92,6,,,,,,,,
12/23/2016,97222,Aspen,1,27.95,0,12.03,3,,,,,,,,
12/1/2016,97204,Carlota,1,27.95,0,13.38,7,,,,,,,,
10/15/2016,97283,Bellen,1,24.95,0,14.06,7,,,,,,,,
10/29/2016,97440,Fun Fly,1,4.95,0,3.48,5,,,,,,,,
11/20/2016,97222,Fun Fly,1,4.95,0,3.29,7,,,,,,,,
11/2/2016,97204,Quad,6,263.76,0.1,141.66,7,,,,,,,,
10/24/2016,97440,Yanaki,6,172.5,0.1,94.62,4,,,,,,,,
12/3/2016,97229,Aspen,1,27.95,0,12.98,3,,,,,,,,
12/5/2016,97222,Bellen,1,24.95,0,14.54,4,,,,,,,,
12/11/2016,97204,Aspen,1,27.95,0,11.7,4,,,,,,,,
10/11/2016,97204,Bellen,5,124.75,0.1,72.2,5,,,,,,,,
11/11/2016,97204,Quad,1,43.96,0,21.41,3,,,,,,,,
11/26/2016,97440,Quad,12,527.52,0.1875,283.2,6,,,,,,,,
10/24/2016,97283,Bellen,1,24.95,0,13.5,4,,,,,,,,
12/19/2016,97229,Bellen,6,149.7,0.1,92.16,4,,,,,,,,
11/26/2016,97440,Yanaki,12,345,0.1875,189.24,4,,,,,,,,
12/11/2016,97401,Carlota,6,167.7,0.1,79.14,6,,,,,,,,
10/23/2016,97440,Carlota,1,27.95,0,12.61,7,,,,,,,,
11/30/2016,97204,Carlota,1,27.95,0,11.78,7,,,,,,,,
10/5/2016,97440,Carlota,2,55.9,0,26.5,4,,,,,,,,
12/12/2016,97440,Yanaki,1,28.75,0,15.51,7,,,,,,,,
12/6/2016,97204,Quad,1,43.96,0,22.05,4,,,,,,,,
11/18/2016,97440,Quad,1,43.96,0,23.95,7,,,,,,,,
12/20/2016,97283,Bellen,6,149.7,0.1,90.42,4,,,,,,,,
11/17/2016,97204,Bellen,1,24.95,0,14.55,7,,,,,,,,
12/17/2016,97204,Carlota,1,27.95,0,13.69,3,,,,,,,,
10/15/2016,97440,Bellen,6,149.7,0.1,86.16,4,,,,,,,,
10/23/2016,97401,Bellen,1,24.95,0,14,7,,,,,,,,
11/6/2016,97283,Quad,1,43.96,0,21.52,4,,,,,,,,
12/16/2016,97401,Quad,1,43.96,0,24,1,,,,,,,,
10/7/2016,97204,Majestic Beaut,1,32.95,0,20.22,6,,,,,,,,
11/4/2016,97283,Bellen,1,24.95,0,13.44,6,,,,,,,,
10/10/2016,97204,Bellen,1,24.95,0,14.37,3,,,,,,,,
12/19/2016,97222,Fun Fly,1,4.95,0,3.67,3,,,,,,,,
12/16/2016,97204,Yanaki,1,28.75,0,15,5,,,,,,,,
10/6/2016,97229,Carlota,4,111.8,0.1,51,3,,,,,,,,
10/6/2016,97222,Quad,1,43.96,0,21.82,5,,,,,,,,
11/22/2016,97440,Carlota,4,111.8,0.1,46.08,6,,,,,,,,
11/19/2016,97440,Quad,1,43.96,0,23.61,4,,,,,,,,
11/15/2016,97204,Quad,6,263.76,0.1,134.94,4,,,,,,,,
11/26/2016,97401,Bellen,1,24.95,0,14.61,3,,,,,,,,
12/19/2016,97204,Fun Fly,1,4.95,0,3.46,2,,,,,,,,
11/29/2016,97204,Quad,1,43.96,0,22.62,5,,,,,,,,
11/29/2016,97204,Fun Fly,6,29.7,0.1,28.92,1,,,,,,,,
11/17/2016,97229,Carlota,1,27.95,0,11.76,1,,,,,,,,
12/5/2016,97229,Carlota,1,27.95,0,12.77,5,,,,,,,,
11/5/2016,97440,Quad,1,43.96,0,21.79,8,,,,,,,,
11/25/2016,97204,Quad,6,263.76,0.1,136.98,7,,,,,,,,
12/11/2016,97440,Fun Fly,1,4.95,0,4.58,6,,,,,,,,
12/16/2016,97401,Fun Fly,1,4.95,0,3.94,8,,,,,,,,
10/15/2016,97204,Quad,1,43.96,0,23.49,3,,,,,,,,
10/22/2016,97229,Bellen,1,24.95,0,12.94,3,,,,,,,,
12/19/2016,97283,Majestic Beaut,1,32.95,0,19.61,5,,,,,,,,
11/5/2016,97401,Quad,1,43.96,0,21.39,4,,,,,,,,
10/30/2016,97204,Carlota,6,167.7,0.1,77.1,4,,,,,,,,
12/17/2016,97204,Yanaki,2,57.5,0,28.6,7,,,,,,,,
12/20/2016,97440,Quad,12,527.52,0.1875,276,8,,,,,,,,
12/8/2016,97222,Carlota,1,27.95,0,12.34,3,,,,,,,,
11/30/2016,97204,Majestic Beaut,1,32.95,0,20.14,6,,,,,,,,
10/15/2016,97204,Majestic Beaut,1,32.95,0,21.87,5,,,,,,,,
12/8/2016,97440,Quad,6,263.76,0.1,140.16,6,,,,,,,,
10/18/2016,97229,Carlota,12,335.4,0.1875,141.84,2,,,,,,,,
12/4/2016,97229,Yanaki,1,28.75,0,14.19,8,,,,,,,,
10/24/2016,97283,Bellen,1,24.95,0,12.81,6,,,,,,,,
10/8/2016,97440,Quad,1,43.96,0,23.8,4,,,,,,,,
12/24/2016,97204,Fun Fly,1,4.95,0,2.42,6,,,,,,,,
10/10/2016,97401,Quad,1,43.96,0,23.64,3,,,,,,,,
12/2/2016,97204,Quad,1,43.96,0,23.14,2,,,,,,,,
11/25/2016,97440,Quad,12,527.52,0.1875,288.72,4,,,,,,,,
12/10/2016,97204,Bellen,6,149.7,0.1,86.4,6,,,,,,,,
12/10/2016,97229,Yanaki,1,28.75,0,14.87,7,,,,,,,,
11/18/2016,97401,Carlota,1,27.95,0,11.9,8,,,,,,,,
10/27/2016,97222,Carlota,6,167.7,0.1,68.58,3,,,,,,,,
12/9/2016,97204,Yanaki,1,28.75,0,15.87,4,,,,,,,,
12/13/2016,97229,Bellen,1,24.95,0,14.79,5,,,,,,,,
